ARESTORGANID;ARESTORGAN
3302;(по данным ФСБ - 20.05.1952г.) УМГБ Калининградской области.
3303;(по данным ФСБ - 02.10.1952г.) УМГБ Калининградской области.
3304;Управлением охраны МГБ Литовской железной дороги
3305;(по данным ФСБ - 26.02.1947г.) УМГБ Калининградской области.
3306;(по данным ФСБ - 14.06.1947г.) УМГБ Калининградской области.
3307;УКГБ Калининградской области по ст.58-10ч.1 УК РСФСР.
3308;(по данным ФСБ - 14.07.1949г.) УМГБ Калининградской области.
3309;(по данным ФСБ - 21.06.1947г.) Славским РО МГБ.
3310;Правдинским РО МГБ.
3311;(по данным ФСБ - 26.02.1948г.) УМГБ Калининградской области.
3312;ОКР 'Смерш'
3313;(по данным ФСБ - 29.06.1947г.) Славским РО МГБ.
3314;Озерским ГО МГБ.
3315;(по данным ФСБ - 24.06.1947г.) Славским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3316;(по данным ФСБ - 01.04.1947г.) УМГБ Калининградской области.
3317;(по данным ФСБ - 24.02.1947г.) Славским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3318;3-м отделением 5 отдела 95-го погранотряда МВД.
3319;(по данным ФСБ - 13.04.1947г.) Гвардейским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3320;Полесским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3321;в/ч.№2296
3322;Оперативной группой НКВД по Восточной Пруссии
3323;(по данным ФСБ - 23.10.1947г.) Гвардейским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3324;Гвардейским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3325;УКГБ Калининградской области дело возбуждено по определению Калининградского областного суда.
3326;(по данным ФСБ - 07.06.1947г.) УМГБ Калининградской области.
3327;Отделом контрразведки 2-ой Гвардейской армии.
3328;(по данным ФСБ - 27.06.1947г.) УМГБ Калининградской области.
3329;(по данным ФСБ - 22.04.1952г.) УМГБ Калининградской области.
3330;Нестеровским РО МГБ.
3331;УКР 'Смерш' Северной группы войск.
3332;(по данным ФСБ - 23.07.1947г.) Правдинским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3333;контрразведкой МГБ в/ч.№27262 (по др.данным - УМГБ Калининградской области).
3334;(по данным ФСБ - 21.08.1950г.) Нестеровским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3335;Гусевским (по др.данным - Черняховским) ГО МГБ (по др.данным - УМГБ Калининградской области).
3336;Гурьевским РО МГБ (по др.данным - УМГБ Калининградской области).
3337;в/ч.№2297
3338;(по данным ФСБ - 27.03.1947г.) Славским РО МГБ.
3339;Прейсиш-Эйлауской опергруппой НКВД СССР.
3340;ОКР 'Смерш' 1-й танковой дивизии
3341;контрразведкой МГБ 5-ой гвардейской стрелковой дивизии.
3342;(др.по данным - 05.04.1947г.) Черняховским ГО МГБ.
3343;УМВД по Калининградской области.
3344;2-м ОКР МГБ в/ч.№14715.
3345;(по данным УВД - 21.08.1947г.) УМГБ Калининградской области.
3346;Приморским РО МГБ.
3347;(по данным ФСБ - 11.05.1949г.) Черняховским ГО МГБ (по данным ФСБ - УМГБ Калининградской области).
3348;(по данным ФСБ - 28.04.1947г.) следственным отделом УМГБ Калининградской области.
3349;(по данным ФСБ - 20.06.1950г.) Приморским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3350;(по данным ФСБ - 22.01.1953г.) УМГБ Калининградской области.
3351;(по данным ФСБ - 02.06.1947г.) УМГБ Калининградской области.
3352;(по данным ФСБ - 23.06.1947г.) Приморским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3353;Краснознаменским РО МГБ.
3354;(по данным ФСБ - 18.07.1947г.) Черняховским ГО МГБ (по данным ФСБ - УМГБ Калининградской области).
3355;УМВД Калининградской области
3356;(по данным УВД - 26.07.1950г, по данным ФСБ - 25.07.1950г.) УМГБ Калининградской области.
3357;ОКР МГБ в/ч.№20632
3358;Погранотрядом №115.
3359;отделом контрразведки МГБ 28-ой гвардейской мех.дивизии.
3360;Гольдапским оперсектором НКВД СССР.
3361;(по данным ФСБ - 20.04.1947г.) следственным отделом УМГБ Калининградской области.
3362;(по данным ФСБ - 24.04.1947г.) УМГБ Калининградской области.
3363;Опергруппой МГБ
3364;(по др.данным - 22.04.1947г.) ОКР МГБ Центральной базы МВС в/ч.№3846 (по др.данным - №1846) (по данным ФСБ - УМГБ Калининградской области).
3365;контрразведкой МГБ в/ч.№10726.
3366;следственным отделом УМГБ Калининградской области.
3367;(по данным ФСБ - 08.04.1950г.) УМГБ Калининградской области.
3368;(по данным ФСБ - 09.10.1948г.) УМГБ Калининградской области.
3369;(по данным ФСБ - 10.09.1947г.) УМГБ Калининградской области.
3370;2-м отделением следственного отдела УМГБ Калининградской области.
3371;(по данным ФСБ - 23.02.1952г.) УМГБ Калининградской области.
3372;(по данным ФСБ - 06.10.1948г.) УМГБ Калининградской области.
3373;(по данным УВД - 30.04.1949г.) УМГБ Калининградской области.
3374;(по данным ФСБ - 19.12.1966г.) УКГБ Калининградской области
3375;Прейссиш-Эйляуской опергруппой НКВД СССР
3376;ОКР Погранотряда.
3377;(по данным ФСБ - 24.02.1947г.) УМГБ Калининградской области.
3378;(по данным ФСБ - 06.08.1947г.) УМГБ Калининградской области.
3379;(по данным ФСБ - 13.02.1952г.) УМГБ Калининградской области.
3380;(по данным ФСБ - 13.03.1948г.) Черняховским ГО МГБ (по данным ФСБ - УМГБ Калининградской области).
3381;Багратионовским РО МГБ (по данным ФСБ - УМГБ Калининградской области).
3382;Отделом КГБ при СМ СССР на Калининградском морском бассейне.
3383;Опергруппой МГБ СССР Калининградской области.
3384;2-м отделением ОКР МГБ 11-ой Гвардейской армии.
3385;(по данным ФСБ - 11.09.1948г.) Неманским ГО МГБ (по данным ФСБ - УМГБ Калининградской области).
